geo,time,Channel0_impression,Channel1_impression,Channel2_impression,Channel3_impression,Channel4_impression,competitor_sales_control,sentiment_score_control,Channel0_spend,Channel1_spend,Channel2_spend,Channel3_spend,Channel4_spend,Organic_channel0_impression,Promo,conversions,revenue_per_conversion,population
Geo18,21 August 2023,873080,0,0,2232074,1263592,1.728541,-1.06124,6402.054,0,0,17394.2,9845.797,510810,0,9122008,0.019961,602324.5
Geo18,28 August 2023,838364,0,0,2966510,1818768,1.250592,-0.70359,6147.491,0,0,23117.54,14171.68,0,0.004481,5855577,0.020023,602324.5
Geo18,04 September 2023,735449,1868463,590307,3407282,2270296,0.811029,0.84506,5392.844,18014.28,4386.526,26552.41,17689.95,1069059,0,4987831,0.01995,602324.5
Geo18,11 September 2023,1965401,24724,0,3127927,921531,0.56938,0.591809,14411.74,238.3698,0,24375.44,7180.488,247275,0,13330825,0.019966,602324.5
Geo18,18 September 2023,0,88865,0,1625872,2242850,1.474797,-2.46763,0,856.7681,0,12670.16,17476.09,0,0.396821,6309643,0.020082,602324.5
Geo18,25 September 2023,1489718,1208017,587212,2755787,2409665,2.076936,0.672208,10923.69,11646.77,4363.528,21475.41,18775.9,0,0,7074501,0.020038,602324.5
Geo18,02 October 2023,1191215,1691363,0,1840044,411868,-0.45715,1.265524,8734.85,16306.82,0,14339.17,3209.239,1887939,0,10263369,0.019967,602324.5
Geo18,09 October 2023,1474498,291127,2403535,4039125,2082275,0.003682,1.868452,10812.09,2806.823,17860.49,31476.26,16224.9,2139222,1.34014,17214736,0.01991,602324.5
Geo18,16 October 2023,2622682,787883,0,2209484,567466,-0.83038,2.06879,19231.4,7596.163,0,17218.16,4421.645,1583707,0,12904593,0.020085,602324.5
Geo18,23 October 2023,149856,0,1107296,3133802,2077808,1.869982,0.245474,1098.853,0,8228.233,24421.22,16190.1,1490472,0.178239,13988254,0.020118,602324.5
Geo18,30 October 2023,0,563437,0,1443371,1029172,-0.20871,-0.26062,0,5432.227,0,11247.96,8019.217,962343,0.464647,14564266,0.020053,602324.5
Geo18,06 November 2023,1020189,1525681,521331,2756934,1486289,1.64219,-0.03625,7480.764,14709.44,3873.971,21484.35,11581.03,1495292,1.279553,9891233,0.019962,602324.5
Geo18,13 November 2023,674403,463203,0,1576984,2423684,-0.09277,1.375441,4945.21,4465.848,0,12289.19,18885.13,490323,0.281331,16532802,0.019845,602324.5
Geo18,20 November 2023,1104054,733680,1084946,3036656,689740,1.130861,0.617575,8095.723,7073.579,8062.151,23664.18,5374.393,1137201,0.609534,11951732,0.020084,602324.5
Geo18,27 November 2023,1848329,356555,609315,1526590,2307254,-0.01407,0.046127,13553.29,3437.629,4527.773,11896.47,17977.92,1821000,1.477005,13957389,0.019843,602324.5
Geo18,04 December 2023,1155777,662217,2130208,3146174,2083866,2.187151,-0.01204,8474.993,6384.587,15829.42,24517.63,16237.3,551009,0,9512808,0.020116,602324.5
Geo18,11 December 2023,657486,316900,0,3169538,539295,-1.4862,-1.27089,4821.163,3055.306,0,24699.7,4202.139,323503,0.511743,12003311,0.020067,602324.5
Geo18,18 December 2023,561093,626251,0,2624026,1053322,-0.08562,-0.10334,4114.34,6037.831,0,20448.62,8207.392,2040996,0.555719,9482844,0.020045,602324.5
Geo18,25 December 2023,994781,524903,0,2109059,869673,-0.09802,0.558982,7294.454,5060.711,0,16435.56,6776.415,389438,0,10540501,0.019963,602324.5
Geo18,01 January 2024,1415868,1122983,0,2221003,632392,-1.7601,0.39682,10382.17,10826.94,0,17307.92,4927.543,605609,2.275504,10052983,0.019865,602324.5
Geo18,08 January 2024,0,510082,0,1543162,1054510,0.966196,-1.76129,0,4917.818,0,12025.62,8216.648,0,0.115289,12468061,0.020003,602324.5
Geo18,15 January 2024,3155696,392227,139353,2764933,2368994,0.448035,1.382564,23139.85,3781.551,1035.522,21546.68,18458.99,2483578,0.642053,9693014,0.019908,602324.5
Geo19,25 January 2021,662866,1221242,0,2046135,970232,0.248307,0.583079,4860.613,11774.28,0,15945.2,7559.962,767505,0.580384,2947307,0.019935,426056.9
Geo19,01 February 2021,831809,532308,1036025,1824266,730137,1.204394,2.093373,6099.425,5132.105,7698.624,14216.21,5689.163,752736,0,3418024,0.020072,426056.9
Geo19,08 February 2021,246797,14176,0,1344919,775677,-1.08179,-1.29326,1809.694,136.6741,0,10480.74,6044.006,0,0,6956335,0.019968,426056.9
Geo19,15 February 2021,0,758793,0,556934,382686,-0.60991,-0.49977,0,7315.699,0,4340.098,2981.856,0,0,7653190,0.019726,426056.9
Geo19,22 February 2021,824815,0,675243,1266788,1119424,0.400386,0.345481,6048.14,0,5017.68,9871.877,8722.453,0,0.429473,5305232,0.019803,426056.9
Geo19,01 March 2021,605369,1201873,0,1158024,0,-0.4804,0.008115,4439.003,11587.54,0,9024.296,0,0,0.578,8940023,0.020084,426056.9
Geo19,08 March 2021,1063759,797449,0,1094886,886057,0.04897,0.193739,7800.25,7688.391,0,8532.272,6904.078,19427,0,3337801,0.020101,426056.9
Geo19,15 March 2021,1191830,0,0,1123414,0,-1.56767,-0.04576,8739.359,0,0,8754.586,0,247081,0,8585165,0.020025,426056.9
Geo19,22 March 2021,1420044,1040594,240137,1861282,1619156,0.998284,0.21222,10412.79,10032.61,1784.44,14504.67,12616.32,713844,1.555046,8718627,0.020225,426056.9
Geo19,29 March 2021,1357611,445361,0,2267403,703784,-0.46448,0.864304,9954.986,4293.829,0,17669.51,5483.822,556290,0.326271,3288311,0.019897,426056.9
Geo19,05 April 2021,90335,333974,1024497,2058833,1314198,1.028688,-0.03934,662.4016,3219.921,7612.96,16044.16,10240.12,751740,0.728726,7509863,0.020122,426056.9
Geo19,12 April 2021,773908,778707,694016,1747041,1504618,0.229393,0.703708,5674.853,7507.694,5157.181,13614.41,11723.85,674118,1.186719,10436329,0.020077,426056.9
Geo19,19 April 2021,1224944,821267,0,1324710,1221813,-0.77539,-0.31461,8982.175,7918.025,0,10323.25,9520.259,0,0,8820066,0.020091,426056.9
Geo19,26 April 2021,197624,396396,0,373486,0,-2.15465,-1.71612,1449.122,3821.746,0,2910.517,0,13850,0,11789715,0.019949,426056.9
Geo19,03 May 2021,1326565,0,0,1167049,609888,-0.7421,0.391809,9727.334,0,0,9094.627,4752.193,594985,0.431693,11243460,0.019918,426056.9
Geo19,10 May 2021,167035,624095,1057256,2653811,1670212,2.060695,1.267644,1224.821,6017.044,7856.39,20680.73,13014.14,403928,2.196107,8223182,0.019953,426056.9
Geo19,17 May 2021,566035,297771,33072,1554617,673070,-0.15742,0.259537,4150.578,2870.879,245.7555,12114.88,5244.502,0,1.392288,11318157,0.020027,426056.9
Geo19,24 May 2021,112338,5402,0,252648,0,-1.3325,-0.00467,823.7434,52.08193,0,1968.846,0,0,0,9503834,0.01996,426056.9
Geo19,31 May 2021,1142119,1529244,424377,1176082,1086623,-0.79653,2.457081,8374.843,14743.8,3153.513,9165.019,8466.87,390640,0.711183,13481028,0.020057,426056.9
Geo19,07 June 2021,228435,638294,820450,1709692,718148,1.370478,0.542421,1675.051,6153.94,6096.702,13323.36,5595.746,0,0,7786232,0.019904,426056.9
Geo19,14 June 2021,1215677,1117548,637344,1660194,1109079,0.971175,1.312977,8914.223,10774.54,4736.055,12937.63,8641.846,720940,0.329901,2564875,0.020094,426056.9
Geo19,21 June 2021,1391658,1322977,0,740858,835636,-2.04918,1.454711,10204.64,12755.13,0,5773.388,6511.202,253444,0.492098,11195322,0.019883,426056.9
Geo19,28 June 2021,0,0,0,1517038,1100291,0.773589,-2.01996,0,0,0,11822.04,8573.37,0,0.21264,9342480,0.019765,426056.9
Geo19,05 July 2021,411615,0,0,278879,872888,-0.35691,-2.00109,3018.259,0,0,2173.26,6801.466,0,0.369326,10090793,0.019937,426056.9
Geo19,12 July 2021,1557668,503818,0,910790,0,-1.74614,0.378246,11421.95,4857.426,0,7097.641,0,415958,0,11946809,0.020137,426056.9
Geo19,19 July 2021,409137,384102,0,572644,1232254,-0.56539,-0.38392,3000.088,3703.216,0,4462.523,9601.614,0,0,10507472,0.020021,426056.9
Geo19,26 July 2021,1244420,1746423,767569,1880221,1413761,1.34804,0.48283,9124.987,16837.67,5703.747,14652.26,11015.9,1593047,1.329345,3220076,0.020105,426056.9
Geo19,02 August 2021,557976,2187915,1906925,2514006,835608,1.998512,0.774951,4091.483,21094.2,14170.22,19591.25,6510.983,875760,0.151464,8129028,0.020165,426056.9
Geo19,09 August 2021,1272744,0,443075,2143550,1405128,1.579652,-0.45167,9332.679,0,3292.457,16704.34,10948.63,373803,1.302913,2885015,0.019899,426056.9
Geo19,16 August 2021,0,767689,0,1366713,512290,-0.73324,0.244642,0,7401.467,0,10650.58,3991.719,236830,0.343118,8747969,0.019843,426056.9
Geo19,23 August 2021,644196,515562,0,1753971,1795326,2.043126,-1.81034,4723.711,4970.652,0,13668.42,13989.02,0,0.529345,2636108,0.020026,426056.9
Geo19,30 August 2021,531160,1044367,0,1867887,361339,-0.92916,1.467846,3894.849,10068.98,0,14556.15,2815.522,752,0.022246,8969330,0.019834,426056.9
Geo19,06 September 2021,798801,374031,326181,1795514,996751,0.696912,-0.94713,5857.387,3606.119,2423.826,13992.15,7766.596,0,1.098585,8128554,0.020033,426056.9
Geo19,13 September 2021,1028230,1011127,836630,2933877,1295790,1.653781,1.06231,7539.726,9748.51,6216.935,22863.24,10096.68,35474,0,8218307,0.019798,426056.9
Geo19,20 September 2021,951803,415814,286109,2306256,1700896,0.740882,1.207095,6979.308,4008.959,2126.054,17972.29,13253.23,956320,1.409532,8592223,0.019932,426056.9
Geo19,27 September 2021,802254,0,0,281769,95233,-2.09505,0.896144,5882.707,0,0,2195.781,742.0471,403441,0,10837311,0.019975,426056.9
Geo19,04 October 2021,1091028,867855,975816,3145820,1161585,3.004298,1.10733,8000.207,8367.191,7251.215,24514.87,9050.968,979364,0,6592217,0.019891,426056.9
Geo19,11 October 2021,1857756,1526290,1391376,2906307,1664605,-0.3978,2.728935,13622.41,14715.32,10339.21,22648.39,12970.46,660712,1.849283,10102996,0.020016,426056.9
Geo19,18 October 2021,1681295,374113,858407,2986446,1066932,0.51053,-0.5408,12328.47,3606.91,6378.757,23272.9,8313.44,838054,4.800555,10217629,0.019946,426056.9
Geo19,25 October 2021,735812,740929,0,999752,1141439,-0.1153,0.090431,5395.505,7143.468,0,7790.908,8893.992,208718,0.159836,3638274,0.020127,426056.9
Geo19,01 November 2021,1529261,749530,0,2086069,902504,-0.86836,3.051346,11213.65,7226.393,0,16256.4,7032.231,612860,0,9113670,0.020049,426056.9
Geo19,08 November 2021,890332,392853,0,1997162,714562,-1.15276,1.894426,6528.558,3787.587,0,15563.57,5567.804,987781,1.278507,10741813,0.020205,426056.9
Geo19,15 November 2021,1034627,806354,6688,2382116,615238,0.245444,0.152723,7586.633,7774.246,49.69803,18563.45,4793.88,528649,1.936464,5755855,0.020011,426056.9
Geo19,22 November 2021,615035,1712574,784892,3095556,844035,0.787769,1.772565,4509.881,16511.32,5832.473,24123.17,6576.646,1323640,0.92757,6804786,0.019895,426056.9
Geo19,29 November 2021,46350,0,163778,1674854,1164066,0.378513,-0.10905,339.8717,0,1217.022,13051.87,9070.299,86432,0,8534743,0.019852,426056.9
Geo19,06 December 2021,644249,0,0,1080256,1818491,1.235789,-1.32232,4724.1,0,0,8418.263,14169.52,1671,0.236112,6938459,0.020169,426056.9
Geo19,13 December 2021,1303135,286197,1077338,2884796,1097898,0.113475,1.848492,9555.528,2759.292,8005.617,22480.76,8554.724,1441317,2.235627,10874737,0.019948,426056.9
Geo19,20 December 2021,1441080,641134,0,1075766,0,-0.24301,0.074579,10567.04,6181.321,0,8383.273,0,993427,0.095521,7891415,0.020101,426056.9
Geo19,27 December 2021,704372,0,0,439592,1051079,-0.09275,-1.62734,5164.965,0,0,3425.67,8189.915,17505,0.627095,7340679,0.019992,426056.9
Geo19,03 January 2022,0,1163658,0,1274192,1332623,1.538641,0.075047,0,11219.1,0,9929.575,10383.68,442371,0.118266,1706861,0.020131,426056.9
Geo19,10 January 2022,144086,0,0,344788,208022,-1.17819,-1.32122,1056.543,0,0,2686.878,1620.889,68228,0,12078822,0.019891,426056.9
Geo19,17 January 2022,532919,812506,0,1184105,669844,-1.22365,1.385684,3907.748,7833.559,0,9227.541,5219.365,1006878,0.663586,10286705,0.020244,426056.9
Geo19,24 January 2022,567086,658973,0,1145337,0,-0.93888,1.023111,4158.285,6353.312,0,8925.429,0,743089,0,2440056,0.020143,426056.9
Geo19,31 January 2022,251826,540929,0,1118014,0,-0.75257,0.305285,1846.57,5215.222,0,8712.505,0,762532,0,7642613,0.020012,426056.9
Geo19,07 February 2022,876607,0,0,1528182,782705,0.266863,-1.58545,6427.917,0,0,11908.88,6098.768,0,0,8454341,0.01993,426056.9
Geo19,14 February 2022,243551,226390,0,1654626,288989,-2.17557,-0.7908,1785.892,2182.679,0,12894.24,2251.777,0,0,8726628,0.020171,426056.9
Geo19,21 February 2022,365346,104475,0,2461510,1383765,0.227564,1.034557,2678.981,1007.268,0,19182.15,10782.18,712125,0,7437288,0.020024,426056.9
Geo19,28 February 2022,1430928,642319,717688,1840627,896924,2.082975,0.519609,10492.6,6192.746,5333.085,14343.71,6988.752,637906,0.30174,5667451,0.02013,426056.9
Geo19,07 March 2022,1149564,220898,0,48311,854071,-0.2465,-0.37597,8429.435,2129.729,0,376.4799,6654.846,40332,0,11006342,0.019862,426056.9
Geo19,14 March 2022,494897,656496,0,621176,807836,-0.7901,0.010639,3628.943,6329.43,0,4840.726,6294.586,173854,0,4040432,0.020003,426056.9
Geo19,21 March 2022,290114,0,0,700094,960945,-0.93276,-0.46407,2127.326,0,0,5455.721,7487.599,459992,0,8177984,0.020055,426056.9
Geo19,28 March 2022,505891,0,0,965048,131748,-1.96047,-1.90447,3709.559,0,0,7520.465,1026.569,866518,3.495677,12832178,0.019961,426056.9
Geo19,04 April 2022,813541,380262,78576,607033,0,-1.888,0.363429,5965.471,3666.194,583.8923,4730.512,0,854446,0.976957,9257667,0.019832,426056.9
Geo19,11 April 2022,1227572,907512,0,2188454,2018938,1.149181,0.303159,9001.446,8749.533,0,17054.27,15731.39,736461,1.55586,4475742,0.019917,426056.9
Geo19,18 April 2022,0,0,0,517981,1097176,0.136135,-2.11201,0,0,0,4036.543,8549.098,0,0,8645378,0.020105,426056.9
Geo19,25 April 2022,554469,0,0,300388,768015,-1.23399,-0.61623,4065.768,0,0,2340.876,5984.305,0,0,6587221,0.019793,426056.9
Geo19,02 May 2022,627653,864176,0,290541,0,0.126289,-1.70036,4602.405,8331.721,0,2264.14,0,489965,0.296324,5617081,0.019888,426056.9
Geo19,09 May 2022,691464,0,965634,1656100,874934,2.330623,-1.00179,5070.314,0,7175.554,12905.72,6817.409,1235812,0,8172788,0.020085,426056.9
Geo19,16 May 2022,1309353,399748,0,1535308,131082,-2.31821,1.723973,9601.123,3854.063,0,11964.41,1021.379,645435,0.332241,11415114,0.02021,426056.9
Geo19,23 May 2022,0,0,0,1063492,662405,0.669572,-1.24639,0,0,0,8287.623,5161.401,0,0,6470619,0.019971,426056.9
Geo19,30 May 2022,1098739,1188609,822869,2124224,1018856,0.431428,1.202862,8056.749,11459.66,6114.678,16553.74,7938.836,1297212,1.348598,8893499,0.019969,426056.9
Geo19,06 June 2022,494222,809335,0,653345,564539,-0.85994,-1.62242,3623.993,7802.986,0,5091.414,4398.838,0,0,6283262,0.02001,426056.9
Geo19,13 June 2022,959793,863208,0,1346421,887233,-1.56365,0.823037,7037.897,8322.388,0,10492.44,6913.241,1280548,1.118728,9651912,0.02002,426056.9
Geo19,20 June 2022,1781994,982864,917681,2172786,721944,0.145681,0.237642,13066.87,9476.019,6819.218,16932.17,5625.324,917928,1.482983,9631110,0.019946,426056.9
Geo19,27 June 2022,1437256,718913,0,595884,0,-2.25324,-0.54583,10539,6931.207,0,4643.629,0,0,0,14010223,0.019955,426056.9
Geo19,04 July 2022,976784,803663,0,1552664,216710,-0.0127,-0.14522,7162.486,7748.301,0,12099.66,1688.585,33776,0.901195,6629824,0.0199,426056.9
Geo19,11 July 2022,1334790,333723,741321,2667913,1791273,0.721435,2.294249,9787.646,3217.501,5508.701,20790.62,13957.44,551016,0,3870338,0.020232,426056.9
Geo19,18 July 2022,898298,593402,604186,1506147,1385643,-0.55183,1.484038,6586.971,5721.126,4489.661,11737.16,10796.81,857659,0.858336,7059005,0.019836,426056.9
Geo19,25 July 2022,497551,0,0,1346411,1062994,0.570472,1.119603,3648.404,0,0,10492.37,8282.756,647119,0.11898,4370323,0.019884,426056.9
Geo19,01 August 2022,1044521,709759,86584,2219237,448457,-0.07784,1.623103,7659.184,6842.951,643.3992,17294.16,3494.337,588990,0.956071,7918409,0.019914,426056.9
Geo19,08 August 2022,417550,0,0,1164318,648167,-1.27978,-0.56378,3061.779,0,0,9073.344,5050.46,85947,0,11094816,0.019806,426056.9
Geo19,15 August 2022,1118396,231387,0,1947878,685395,-0.01521,0.111525,8200.888,2230.856,0,15179.5,5340.538,731324,0,3677849,0.019931,426056.9
Geo19,22 August 2022,1645914,732642,0,1917213,850049,-0.10225,1.230392,12069.03,7063.571,0,14940.54,6623.506,0,0.506814,5207575,0.020006,426056.9
Geo19,29 August 2022,633989,398041,0,1163896,1237492,-0.25622,-0.60759,4648.866,3837.606,0,9070.056,9642.428,1383758,1.604262,8402361,0.019925,426056.9
Geo19,05 September 2022,1290204,1067538,101200,2402825,365380,2.100933,-0.91605,9460.709,10292.38,752.0096,18724.83,2847.009,0,0,6914173,0.02003,426056.9
Geo19,12 September 2022,921405,358042,568203,2088444,708710,-0.87963,0.20849,6756.408,3451.966,4222.273,16274.91,5522.206,222883,1.492292,10833032,0.019943,426056.9
Geo19,19 September 2022,289265,90526,596040,2093217,705300,0.411346,1.219925,2121.1,872.7821,4429.128,16312.11,5495.636,705341,0.071834,7582183,0.02005,426056.9
Geo19,26 September 2022,1158846,0,0,1597874,468918,0.586445,-0.99769,8497.497,0,0,12451.98,3653.768,443048,0.24303,7822013,0.020206,426056.9
Geo19,03 October 2022,807088,561186,0,1806937,1082799,1.481969,-1.32815,5918.153,5410.524,0,14081.17,8437.074,661139,1.116422,7853534,0.01998,426056.9
Geo19,10 October 2022,814251,863495,61082,1396613,1511285,3.459413,-0.97098,5970.677,8325.155,453.8957,10883.58,11775.8,471151,0,2864707,0.019919,426056.9
Geo19,17 October 2022,848216,324284,374241,1520116,788431,-0.60711,0.291924,6219.733,3126.497,2780.957,11846.02,6143.384,162870,0.429406,8480998,0.019807,426056.9
Geo19,24 October 2022,162294,333590,197750,1414900,532782,-0.75282,0.585451,1190.057,3216.219,1469.465,11026.09,4151.39,0,0,5740789,0.019973,426056.9
Geo19,31 October 2022,1304917,1424537,2207954,2400532,1455270,2.301687,1.692502,9568.595,13734.29,16407.14,18706.96,11339.34,1249196,0.63359,2959994,0.020107,426056.9
Geo19,07 November 2022,0,244263,0,948566,829497,0.307594,-1.72341,0,2354.996,0,7392.023,6463.368,409656,0,4097520,0.020039,426056.9
Geo19,14 November 2022,967530,578872,349867,2554625,1062324,0.995573,1.550621,7094.629,5581.039,2599.835,19907.79,8277.534,1044736,1.054303,5223011,0.020139,426056.9
Geo19,21 November 2022,1427246,252507,1227224,3474733,1945670,2.239971,1.328964,10465.6,2434.479,9119.409,27078.04,15160.49,876554,1.482885,2294861,0.019918,426056.9
Geo19,28 November 2022,429248,0,0,1947504,649864,-1.37828,1.549765,3147.557,0,0,15176.59,5063.683,556594,0,11454654,0.02002,426056.9
Geo19,05 December 2022,55077,794113,0,1116882,0,-0.29645,-1.38512,403.8644,7656.228,0,8703.683,0,34202,0,9176993,0.019965,426056.9
Geo19,12 December 2022,84358,17965,152949,1486416,0,0.727278,-0.73763,618.5739,173.2047,1136.553,11583.4,0,619296,0.714973,7964174,0.01989,426056.9
Geo19,19 December 2022,0,0,0,398333,0,-0.5075,-1.49648,0,0,0,3104.146,0,0,0.662601,4545265,0.019848,426056.9
Geo19,26 December 2022,318321,0,0,1825224,517518,1.225359,-0.48499,2334.16,0,0,14223.68,4032.455,0,0.167574,5583204,0.019925,426056.9
Geo19,02 January 2023,1232908,1144347,1048097,2505834,1755318,2.159763,0.294175,9040.573,11032.91,7788.33,19527.56,13677.28,817888,3.124223,7338641,0.019975,426056.9
Geo19,09 January 2023,555602,630623,0,721208,1296538,0.290424,0.001905,4074.076,6079.982,0,5620.259,10102.51,0,0.866526,9731527,0.02006,426056.9
Geo19,16 January 2023,916947,606966,0,1108167,0,-1.71505,0.857789,6723.718,5851.899,0,8635.769,0,112155,0.757677,8275908,0.019796,426056.9
Geo19,23 January 2023,857423,725541,0,1669371,777288,-0.19758,0.02254,6287.246,6995.109,0,13009.14,6056.56,420248,0,7611478,0.019799,426056.9
Geo19,30 January 2023,0,640952,0,1994638,485099,-0.97658,0.789242,0,6179.566,0,15543.9,3779.848,0,0,5611642,0.019979,426056.9
Geo19,06 February 2023,649431,548013,0,1187813,0,-0.96766,1.037295,4762.098,5283.52,0,9256.437,0,119017,0,5188805,0.019904,426056.9
Geo19,13 February 2023,1236016,594696,0,1322764,574910,-0.60074,0.226089,9063.363,5733.602,0,10308.09,4479.648,170127,0,5289385,0.019826,426056.9
Geo19,20 February 2023,1516398,924848,422970,2974364,1007918,0.934952,0.728502,11119.33,8916.674,3143.058,23178.74,7853.608,388734,0.65248,4649916,0.019987,426056.9
Geo19,27 February 2023,0,0,0,795618,0,-1.2464,-1.86033,0,0,0,6200.124,0,0,1.066494,6733970,0.020091,426056.9
Geo19,06 March 2023,1277748,9046,0,784767,300500,0.408866,0.074278,9369.372,87.21458,0,6115.564,2341.47,0,0,5094374,0.019874,426056.9
Geo19,13 March 2023,832316,467962,0,1397434,183165,-1.54867,0.135377,6103.143,4511.73,0,10889.98,1427.205,423890,1.63882,6654573,0.019844,426056.9
Geo19,20 March 2023,612974,0,0,0,0,-2.33498,-0.61308,4494.769,0,0,0,0,301654,0,7441848,0.019927,426056.9
Geo19,27 March 2023,0,436452,0,3003284,2022590,-0.03507,0.477931,0,4207.935,0,23404.11,15759.84,282995,0,3602896,0.02009,426056.9
Geo19,03 April 2023,1035555,360222,0,1534897,0,-1.59522,0.028605,7593.438,3472.984,0,11961.21,0,0,0.93091,5461562,0.020069,426056.9
Geo19,10 April 2023,1526388,582606,607150,1659409,1450679,0.75219,0.296132,11192.58,5617.04,4511.686,12931.51,11303.56,1412448,1.630868,5587986,0.020006,426056.9
Geo19,17 April 2023,0,731430,0,1234599,1164537,0.126758,-0.28381,0,7051.886,0,9621.033,9073.969,171893,0,7542881,0.019914,426056.9
Geo19,24 April 2023,0,283160,0,815916,1043653,0.41051,-1.71926,0,2730.011,0,6358.303,8132.052,0,0,7553262,0.02006,426056.9
Geo19,01 May 2023,0,187504,0,661041,316129,-0.65914,-1.62454,0,1807.77,0,5151.387,2463.249,0,0,12147415,0.019794,426056.9
Geo19,08 May 2023,1057424,754740,0,662871,691122,0.780867,-0.95235,7753.797,7276.623,0,5165.648,5385.162,141883,0.693748,5280946,0.020053,426056.9
Geo19,15 May 2023,156637,667811,0,0,0,-2.13871,-2.26661,1148.576,6438.521,0,0,0,0,0,12785986,0.020015,426056.9
Geo19,22 May 2023,983293,101818,0,1315690,78884,-1.61395,-0.19483,7210.215,981.6509,0,10252.96,614.6571,0,1.036607,9777853,0.020065,426056.9
Geo19,29 May 2023,264905,445246,0,1281437,1205168,-0.80481,0.486479,1942.475,4292.72,0,9986.034,9390.563,0,0,8533415,0.019888,426056.9
Geo19,05 June 2023,339490,762269,0,1239638,1099679,1.972167,-1.41035,2489.386,7349.212,0,9660.301,8568.602,31765,0.373543,5623297,0.020088,426056.9
Geo19,12 June 2023,682963,0,0,1669260,29148,-0.68837,0.340305,5007.979,0,0,13008.28,227.1186,537790,0.681591,7362674,0.020037,426056.9
Geo19,19 June 2023,1317940,270290,0,1097450,0,-0.70648,-0.25662,9664.089,2605.929,0,8552.253,0,104201,0.444718,9451693,0.019872,426056.9
Geo19,26 June 2023,1142720,485797,0,1248360,1307889,-1.73419,0.823037,8379.249,4683.682,0,9728.27,10190.96,643674,2.956283,12186278,0.020323,426056.9
Geo19,03 July 2023,676150,0,0,1345890,0,-0.36503,-0.5935,4958.021,0,0,10488.31,0,0,1.765132,9703291,0.020015,426056.9
Geo19,10 July 2023,584819,289814,0,208445,0,-1.72713,-0.35115,4288.316,2794.164,0,1624.379,0,148816,0.502254,7100765,0.019849,426056.9
Geo19,17 July 2023,446940,690514,141732,2092131,1707314,0.67702,-0.0217,3277.287,6657.405,1053.2,16303.64,13303.24,0,0,9893021,0.02002,426056.9
Geo19,24 July 2023,555233,798899,433014,1801800,1761506,1.4993,0.343167,4071.37,7702.37,3217.694,14041.14,13725.5,512627,0,4740780,0.019887,426056.9
Geo19,31 July 2023,468240,118903,0,1099951,859372,-0.53401,0.10714,3433.474,1146.371,0,8571.743,6696.15,101147,0,8436866,0.019972,426056.9
Geo19,07 August 2023,669025,339128,492773,2189776,1055507,3.504059,-1.48201,4905.775,3269.612,3661.759,17064.58,8224.417,622883,2.408227,3110334,0.020054,426056.9
Geo19,14 August 2023,1437287,147381,0,1670027,0,-1.51619,-1.2493,10539.23,1420.934,0,13014.25,0,490648,1.632494,11182397,0.019903,426056.9
Geo19,21 August 2023,1297616,318742,174493,1963299,692715,0.245959,-0.0232,9515.059,3073.065,1296.644,15299.68,5397.574,0,1.119411,2252665,0.020052,426056.9
Geo19,28 August 2023,0,0,33084,716445,573197,-1.28779,0.08038,0,0,245.8447,5583.142,4466.3,780724,1.206611,7235481,0.019864,426056.9
Geo19,04 September 2023,971931,1701557,563597,1453790,684964,0.891305,0.451257,7126.901,16405.11,4188.047,11329.15,5337.179,1074815,0.044719,4310822,0.019961,426056.9
Geo19,11 September 2023,1551904,727570,541683,2422108,1224297,1.053838,0.250762,11379.68,7014.671,4025.206,18875.1,9539.614,1201871,1.338502,10499549,0.0201,426056.9
Geo19,18 September 2023,749856,260429,0,1126506,1697804,0.628844,-0.19496,5498.486,2510.856,0,8778.682,13229.14,196882,0,6580989,0.020034,426056.9
Geo19,25 September 2023,899213,0,0,1020883,813213,0.458075,-1.40028,6593.68,0,0,7955.579,6336.484,337128,0.104928,8702942,0.020153,426056.9
Geo19,02 October 2023,1506563,906947,441523,2032689,1580589,0.99637,1.003313,11047.21,8744.086,3280.924,15840.42,12315.81,656537,0.795438,5754286,0.019862,426056.9
Geo19,09 October 2023,1623052,510567,0,1857693,532947,0.189091,-0.12125,11901.39,4922.495,0,14476.71,4152.676,613430,0.667849,8593944,0.020008,426056.9
Geo19,16 October 2023,758492,0,0,1744191,438066,0.7941,1.051201,5561.812,0,0,13592.2,3413.372,1563075,0.386219,4737976,0.019947,426056.9
Geo19,23 October 2023,889222,0,0,290594,1102107,0.034305,1.523671,6520.419,0,0,2264.553,8587.52,914164,0,6010282,0.019863,426056.9
Geo19,30 October 2023,1655110,528614,800079,1990636,546334,-0.463,0.436112,12136.46,5096.49,5945.327,15512.71,4256.986,1095552,2.667879,7146514,0.020022,426056.9
Geo19,06 November 2023,702727,0,0,428908,0,0.029758,-1.63275,5152.902,0,0,3342.412,0,261638,0.442428,10810320,0.019987,426056.9
Geo19,13 November 2023,1334088,0,150864,2426661,1388274,-0.99977,3.134225,9782.498,0,1121.059,18910.58,10817.31,1375858,0.583982,7823615,0.020049,426056.9
Geo19,20 November 2023,915184,1154428,759311,1593794,1659505,-0.32224,0.980327,6710.791,11130.11,5642.382,12420.18,12930.72,510738,2.216888,12105058,0.019912,426056.9
Geo19,27 November 2023,1859858,348883,660069,2119445,1324159,0.351021,1.327073,13637.82,3363.662,4904.923,16516.5,10317.73,1012120,0.810542,6819551,0.020014,426056.9
